,Product Image Is Thumbnail - 2,Product Image Description - 2,Product UPC/EAN,Product Image Sort - 5,Free Shipping,Product Image Path - 3,Product Image Path - 4,Allow Purchases?,Page Title,Price,Product Image File - 5,Product Image Path - 1,Width,Product Image URL - 5,Brand Name,Product Image Index - 4,Product Image Index - 1,Track Inventory,Product Image ID - 3,Product Image Description - 1,Product Image Description - 3,Product Image Sort - 4,Product Image ID - 5,Product Image Path - 5,Fixed Shipping Price,Product Image Sort - 2,Product Type,Product Image Index - 2,Product Image URL - 4,Product Inventoried,Product Image File - 3,Product Image Path - 2,Height,Sale Price,Product ID,Product Image Is Thumbnail - 5,Product Image URL - 1,Product Image ID - 4,Product Name,Product Image File - 1,Product Image URL - 3,Category,Product Image Description - 5,Product Image Is Thumbnail - 4,Option Set,Search Keywords,Product Visible?,Description,Product Image ID - 2,Product Image Index - 5,Product Image Is Thumbnail - 3,Meta Description,Product Image Description - 4,Product Warranty,Product Description,Product Image File - 4,Depth,Product Image File - 2,Product Image ID - 1,Product Code/SKU,Current Stock Level,Product Image Sort - 3,Product Image Is Thumbnail - 1,Product Image Index - 3,Cost Price,Item Type,Product Image Sort - 1,Meta Keywords,Product Image URL - 2,Retail Price,Product Weight
44224,,"Z10, Ti, W, 20-21, Salomon, Ski, WHTSILVR, 90MM",,5.0,,,,N,,[FIXED]159.99,,,,,,,,,,"Z10, Ti, W, 20-21, Salomon, Ski, WHTSILVR, 90MM","Z10, Ti, W, 20-21, Salomon, Ski, WHTSILVR, 90MM",4.0,,,,2.0,,,,Y,,,,159.99,,,,,,17699_0.jpg,,,"Z10, Ti, W, 20-21, Salomon, Ski, WHTSILVR, 90MM",,,,N,,,,,,"Z10, Ti, W, 20-21, Salomon, Ski, WHTSILVR, 90MM",,,,,,,1-17699,,3.0,,,,Rule,1.0,,,200.0,0.0
44225,,"Z10, Ti, W, 20-21, Salomon, Ski, WHTSILVR, 100MM",,5.0,,,,N,,[FIXED]159.99,,,,,,,,,,"Z10, Ti, W, 20-21, Salomon, Ski, WHTSILVR, 100MM","Z10, Ti, W, 20-21, Salomon, Ski, WHTSILVR, 100MM",4.0,,,,2.0,,,,Y,,,,159.99,,,,,,17734_0.jpg,,,"Z10, Ti, W, 20-21, Salomon, Ski, WHTSILVR, 100MM",,,,N,,,,,,"Z10, Ti, W, 20-21, Salomon, Ski, WHTSILVR, 100MM",,,,,,,1-17734,,3.0,,,,Rule,1.0,,,200.0,0.0
44226,,"Zeke, 17-18, Dakine, DKCITRON, ",610934183351,5.0,,,,Y,Zeke 17-18,18.0,,,,,Dakine,,,by product,,"Zeke, 17-18, Dakine, DKCITRON, ","Zeke, 17-18, Dakine, DKCITRON, ",4.0,,,,2.0,P,,,Y,,,,12.6,,,,,Zeke 17-18,21186_0.jpg,,Gear/Headwear/Beanie,"Zeke, 17-18, Dakine, DKCITRON, ",,Zeke 17-18,"Zeke, 17-18, Dakine, DKCITRON, ",Y,,,,,"<P class=MsoNormal style=""MARGIN: 0in 0in 0pt; LINE-HEIGHT: normal""><SPAN style='FONT-SIZE: 10pt; FONT-FAMILY: ""Arial"",""sans-serif""'>Zeke is the kids fit version of our Tall Boy beanie, made of a fully-acrylic fine rib knit in a slouch fit style. The bottom edge can also be folded over, for a cuffed look and a more classic beanie fit. Because it's good to have options!<?xml:namespace prefix = ""o"" ns = ""urn:schemas-microsoft-com:office:office"" /><o:p></o:p></SPAN></P>","Zeke, 17-18, Dakine, DKCITRON, ",Features:<BR> &#8226;&nbsp;2 Year Limited Warranty<BR> &#8226;&nbsp;Fine rib knit<BR> &#8226;&nbsp;Kid's slouch fit<BR>,"<P class=MsoNormal style=""MARGIN: 0in 0in 0pt; LINE-HEIGHT: normal""><SPAN style='FONT-SIZE: 10pt; FONT-FAMILY: ""Arial"",""sans-serif""'>Zeke is the kids fit version of our Tall Boy beanie, made of a fully-acrylic fine rib knit in a slouch fit style. The bottom edge can also be folded over, for a cuffed look and a more classic beanie fit. Because it's good to have options!<?xml:namespace prefix = ""o"" ns = ""urn:schemas-microsoft-com:office:office"" /><o:p></o:p></SPAN></P>",,,,,2-21186,1.0,3.0,,,8.1,Product,1.0,"Zeke, 17-18, Dakine, DKCITRON, ",,18.0,0.0
44227,,"Zero, G, 105, 20-21, Blizzard, BLKORG, 180",888341683485,5.0,,,,Y,Zero G 105 20-21,799.95,,,,,Blizzard,,,by product,,"Zero, G, 105, 20-21, Blizzard, BLKORG, 180","Zero, G, 105, 20-21, Blizzard, BLKORG, 180",4.0,,,,2.0,P,,,Y,20345_2.jpg,,,799.95,,,,,Zero G 105 20-21,20345_0.jpg,,Ski/Skis/Adult,"Zero, G, 105, 20-21, Blizzard, BLKORG, 180",,Zero G 105 20-21,"Zero, G, 105, 20-21, Blizzard, BLKORG, 180",Y,,,,,,"Zero, G, 105, 20-21, Blizzard, BLKORG, 180","<dt style=""font-size:14px;""><strong>Terrain:Touring</strong>
<ul>
<dt style=""font-size:14px;""><strong>Ski Profile:Tip-Tail Rocker</strong>
<ul>
<dt style=""font-size:14px;""><strong>Shape:Directional</strong>
<ul>
<dt style=""font-size:14px;""><strong>Dimensions:134/105/120</strong> 
<ul>
<dt style=""font-size:14px;""><strong>Turn Radius:18m</strong> 
<ul>
<dt style=""font-size:14px;""><strong>Ski Core:Paulownia Wood Core</strong> 
<ul
<li>Carbon Drive 2.0</li>
<li>Sandwich Compound Sidewall</li>
<li>Carbon Drive Technology 2.0</li>
<li>Longer Radius Sidecut: More forgiving and less catchy, especially in variable snow.</li>
</ul>

",,,,20345_1.jpg,,2-20345,1.0,3.0,,,424.0,Product,1.0,"Zero, G, 105, 20-21, Blizzard, BLKORG, 180",,960.0,0.0
44228,,"Zero, G, Guide, 17-18, Tecnica, BRTGRN, 27.5",8050459336108,5.0,,,,N,Zero G Guide 17-18,549.95,,,,,Tecnica,,,by product,,"Zero, G, Guide, 17-18, Tecnica, BRTGRN, 27.5","Zero, G, Guide, 17-18, Tecnica, BRTGRN, 27.5",4.0,,,,2.0,P,,,Y,,,,399.0,,,,,Zero G Guide 17-18,00372_0.jpg,,Ski/Boots/Adult,"Zero, G, Guide, 17-18, Tecnica, BRTGRN, 27.5",,Zero G Guide 17-18,"Zero, G, Guide, 17-18, Tecnica, BRTGRN, 27.5",N,,,,,,"Zero, G, Guide, 17-18, Tecnica, BRTGRN, 27.5",,,,,,,2-00372,0.0,3.0,,,300.0,Product,1.0,"Zero, G, Guide, 17-18, Tecnica, BRTGRN, 27.5",,660.0,0.0
44229,,"Zero, G, Guide, W, 17-18, Tecnica, BLUE, 25.5",888341336251,5.0,,,,N,Zero G Guide W 17-18,549.95,,,,,Tecnica,,,by product,,"Zero, G, Guide, W, 17-18, Tecnica, BLUE, 25.5","Zero, G, Guide, W, 17-18, Tecnica, BLUE, 25.5",4.0,,,,2.0,P,,,Y,,,,399.0,,,,,Zero G Guide W 17-18,47659_0.jpg,,Ski/Boots/Adult,"Zero, G, Guide, W, 17-18, Tecnica, BLUE, 25.5",,Zero G Guide W 17-18,"Zero, G, Guide, W, 17-18, Tecnica, BLUE, 25.5",N,,,,,"<P><FONT face=Arial>Whether you aspire to climb for fitness, grab a few quick turns or look for the challenge of going further then you ever have before, the all new women's Zero G Guide will take you there. The Power Light Design technology with a 105 flex and a progressive 99mm last is the backbone behind this ultra lightweight touring boot that can guarantee the performance you demand for the descent. Tecnica's all new S.A.S. Cuff Mobility system supplies a wide range of motion in hike mode and a confidence inspiring metal to metal connection in ski mode. The toes and heels are rockered soles with certified Dynafit inserts and Skywalk Rubber. Go beyond your boundaries with the Zero G Guide W.</FONT></P>
<P><FONT face=Arial>NOTE: These soles work with a tech binding and a touring (ISO 9523) binding.</FONT></P>","Zero, G, Guide, W, 17-18, Tecnica, BLUE, 25.5",Flex: 105<BR>Last: 99mm<BR>Buckles: 4<BR> &#8226;&nbsp;C.A.S. Shell (Anatomically shaped &#150; great fit out of box)<BR> &#8226;&nbsp;Merino Liner (Better moisture management &amp; warmth)<BR> &#8226;&nbsp;Power Light Design (Boots are lighter without sacrificing performance)<BR> &#8226;&nbsp;Mobility Cuff (44 degrees of motion when activated)<BR> &#8226;&nbsp;Dynafit Certified Low Tech Inserts<BR>,"<P><FONT face=Arial>Whether you aspire to climb for fitness, grab a few quick turns or look for the challenge of going further then you ever have before, the all new women's Zero G Guide will take you there. The Power Light Design technology with a 105 flex and a progressive 99mm last is the backbone behind this ultra lightweight touring boot that can guarantee the performance you demand for the descent. Tecnica's all new S.A.S. Cuff Mobility system supplies a wide range of motion in hike mode and a confidence inspiring metal to metal connection in ski mode. The toes and heels are rockered soles with certified Dynafit inserts and Skywalk Rubber. Go beyond your boundaries with the Zero G Guide W.</FONT></P>
<P><FONT face=Arial>NOTE: These soles work with a tech binding and a touring (ISO 9523) binding.</FONT></P>",,,,,2-47659,0.0,3.0,,,300.0,Product,1.0,"Zero, G, Guide, W, 17-18, Tecnica, BLUE, 25.5",,660.0,0.0
44230,,"Zero, Glove, 19-20, Pow, , ",9351129019307,5.0,,,,Y,Zero Glove 19-20,50.0,,,,,Pow,,,by option,,"Zero, Glove, 19-20, Pow, , ","Zero, Glove, 19-20, Pow, , ",4.0,,,,2.0,P,,,Y,,,,50.0,,,,,Zero Glove 19-20,19263_0.jpg,,Gear/Gloves/Adult,"Zero, Glove, 19-20, Pow, , ",,Zero Glove 19-20,"Zero, Glove, 19-20, Pow, , ",Y,,,,,,"Zero, Glove, 19-20, Pow, , ","<dd style=""font-size:14px;""><strong>Outer Fabric:Micro Twill Nylon w/ Teflon DWR</strong>
<ul>
<dd style=""font-size:14px;""><strong>Waterproof/Breathability:Waterproof Hipora insert</strong>
<ul>
<dd style=""font-size:14px;""><strong>Insulation:40g 3M Thinsulate</strong>
<ul>
<dd style=""font-size:14px;""><strong>Cuff Style:Under-the-cuff</strong>
<ul>
<dd style=""font-size:14px;""><strong>Additional Features</strong>
<li>Hook and loop closure</li>
<li>Low Profile design</li>
<li>All-season versatility</li>
<li>Premium anti-pill polyester micro-fleece</li>
<li>Amara material Palm</li>
<li>Ultra Magic Velcro</li>
</ul>

",,,,,,0-19263,2.0,3.0,,,24.75,Product,1.0,"Zero, Glove, 19-20, Pow, , ",,50.0,0.0
44231,,,9351129019307,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,50.0,,,,,"[RT]Color=SCHIMES,[RB]Size=M",,,,,,,,Y,,,,,,,,,,,,,1-19263,1.0,,,,24.75,SKU,,,,50.0,0.0
44232,,,9351129019314,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,50.0,,,,,"[RT]Color=SCHIMES,[RB]Size=L",,,,,,,,Y,,,,,,,,,,,,,1-19264,1.0,,,,24.75,SKU,,,,50.0,0.0
44233,,,9351129019321,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,50.0,,,,,"[RT]Color=SCHIMES,[RB]Size=XL",,,,,,,,N,,,,,,,,,,,,,1-19265,0.0,,,,24.75,SKU,,,,50.0,0.0
44234,,"Zero, Glove, 19-20, Pow, SCHIMES, M",,5.0,,,,Y,,[FIXED]50.0,,,,,,,,,,"Zero, Glove, 19-20, Pow, SCHIMES, M","Zero, Glove, 19-20, Pow, SCHIMES, M",4.0,,,,2.0,,,,Y,,,,50.0,,,,,,19263_0.jpg,,,"Zero, Glove, 19-20, Pow, SCHIMES, M",,,,Y,,,,,,"Zero, Glove, 19-20, Pow, SCHIMES, M",,,,,,,1-19263,,3.0,,,,Rule,1.0,,,50.0,0.0
44235,,"Zero, Glove, 19-20, Pow, SCHIMES, L",,5.0,,,,Y,,[FIXED]50.0,,,,,,,,,,"Zero, Glove, 19-20, Pow, SCHIMES, L","Zero, Glove, 19-20, Pow, SCHIMES, L",4.0,,,,2.0,,,,Y,,,,50.0,,,,,,19264_0.jpg,,,"Zero, Glove, 19-20, Pow, SCHIMES, L",,,,Y,,,,,,"Zero, Glove, 19-20, Pow, SCHIMES, L",,,,,,,1-19264,,3.0,,,,Rule,1.0,,,50.0,0.0
44236,,"Zero, Glove, 19-20, Pow, SCHIMES, XL",,5.0,,,,N,,[FIXED]50.0,,,,,,,,,,"Zero, Glove, 19-20, Pow, SCHIMES, XL","Zero, Glove, 19-20, Pow, SCHIMES, XL",4.0,,,,2.0,,,,Y,,,,50.0,,,,,,19265_0.jpg,,,"Zero, Glove, 19-20, Pow, SCHIMES, XL",,,,N,,,,,,"Zero, Glove, 19-20, Pow, SCHIMES, XL",,,,,,,1-19265,,3.0,,,,Rule,1.0,,,50.0,0.0
44237,,"Zero, Mitt, 19-20, Pow, , ",9351129019604,5.0,,,,Y,Zero Mitt 19-20,50.0,,,,,Pow,,,by option,,"Zero, Mitt, 19-20, Pow, , ","Zero, Mitt, 19-20, Pow, , ",4.0,,,,2.0,P,,,Y,,,,50.0,,,,,Zero Mitt 19-20,19260_0.jpg,,Gear/Gloves/Adult,"Zero, Mitt, 19-20, Pow, , ",,Zero Mitt 19-20,"Zero, Mitt, 19-20, Pow, , ",Y,,,,,,"Zero, Mitt, 19-20, Pow, , ","<dd style=""font-size:14px;""><strong>Outer Fabric:Micro Twill Nylon w/ Teflon DWR</strong>
<ul>
<dd style=""font-size:14px;""><strong>Waterproof/Breathability:Waterproof Hipora insert</strong>
<ul>
<dd style=""font-size:14px;""><strong>Insulation:40g 3M Thinsulate</strong>
<ul>
<dd style=""font-size:14px;""><strong>Cuff Style:Hook and loop closure</strong>
<ul>
<dd style=""font-size:14px;""><strong>Additional Features</strong>
<li>Low Profile design</li>
<li>All-season versatility</li>
<li>Premium anti-pill polyester micro-fleece lining</li>
<li>Amara material on palm</li>
<li></li>
<li></li>
</ul>

",,,,,,0-19260,5.0,3.0,,,24.75,Product,1.0,"Zero, Mitt, 19-20, Pow, , ",,50.0,0.0
44238,,,9351129019604,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,50.0,,,,,"[RT]Color=SCHOPH,[RB]Size=M",,,,,,,,Y,,,,,,,,,,,,,1-19260,2.0,,,,24.75,SKU,,,,50.0,0.0
44239,,,9351129019611,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,50.0,,,,,"[RT]Color=SCHOPH,[RB]Size=L",,,,,,,,Y,,,,,,,,,,,,,1-19261,2.0,,,,24.75,SKU,,,,50.0,0.0
44240,,,9351129019628,,,,,Y,,,,,,,,,,,,,,,,,,,,,,Y,,,,50.0,,,,,"[RT]Color=SCHOPH,[RB]Size=XL",,,,,,,,Y,,,,,,,,,,,,,1-19262,1.0,,,,24.75,SKU,,,,50.0,0.0
44241,,"Zero, Mitt, 19-20, Pow, SCHOPH, M",,5.0,,,,Y,,[FIXED]50.0,,,,,,,,,,"Zero, Mitt, 19-20, Pow, SCHOPH, M","Zero, Mitt, 19-20, Pow, SCHOPH, M",4.0,,,,2.0,,,,Y,,,,50.0,,,,,,19260_0.jpg,,,"Zero, Mitt, 19-20, Pow, SCHOPH, M",,,,Y,,,,,,"Zero, Mitt, 19-20, Pow, SCHOPH, M",,,,,,,1-19260,,3.0,,,,Rule,1.0,,,50.0,0.0
44242,,"Zero, Mitt, 19-20, Pow, SCHOPH, L",,5.0,,,,Y,,[FIXED]50.0,,,,,,,,,,"Zero, Mitt, 19-20, Pow, SCHOPH, L","Zero, Mitt, 19-20, Pow, SCHOPH, L",4.0,,,,2.0,,,,Y,,,,50.0,,,,,,19261_0.jpg,,,"Zero, Mitt, 19-20, Pow, SCHOPH, L",,,,Y,,,,,,"Zero, Mitt, 19-20, Pow, SCHOPH, L",,,,,,,1-19261,,3.0,,,,Rule,1.0,,,50.0,0.0
44243,,"Zero, Mitt, 19-20, Pow, SCHOPH, XL",,5.0,,,,Y,,[FIXED]50.0,,,,,,,,,,"Zero, Mitt, 19-20, Pow, SCHOPH, XL","Zero, Mitt, 19-20, Pow, SCHOPH, XL",4.0,,,,2.0,,,,Y,,,,50.0,,,,,,19262_0.jpg,,,"Zero, Mitt, 19-20, Pow, SCHOPH, XL",,,,Y,,,,,,"Zero, Mitt, 19-20, Pow, SCHOPH, XL",,,,,,,1-19262,,3.0,,,,Rule,1.0,,,50.0,0.0
44244,,"Ziggie, /, Matte, Black, 2018, Forecast, REDMIR, ",715757453817,5.0,,,,N,Ziggie / Matte Black 2018,25.0,,,,,Forecast,,,by product,,"Ziggie, /, Matte, Black, 2018, Forecast, REDMIR, ","Ziggie, /, Matte, Black, 2018, Forecast, REDMIR, ",4.0,,,,2.0,P,,,Y,,,,25.0,,,,,Ziggie / Matte Black 2018,,,Lifestyle/Accesory,"Ziggie, /, Matte, Black, 2018, Forecast, REDMIR, ",,Ziggie / Matte Black 2018,"Ziggie, /, Matte, Black, 2018, Forecast, REDMIR, ",N,,,,,,"Ziggie, /, Matte, Black, 2018, Forecast, REDMIR, ",,,,,,,2-17845,0.0,3.0,,,7.5,Product,1.0,"Ziggie, /, Matte, Black, 2018, Forecast, REDMIR, ",,25.0,0.0
44245,,"Ziggie, /, Matte, Clear, 2018, Forecast, REDMIR, ",715757482633,5.0,,,,N,Ziggie / Matte Clear 2018,25.0,,,,,Forecast,,,by product,,"Ziggie, /, Matte, Clear, 2018, Forecast, REDMIR, ","Ziggie, /, Matte, Clear, 2018, Forecast, REDMIR, ",4.0,,,,2.0,P,,,Y,,,,25.0,,,,,Ziggie / Matte Clear 2018,,,Lifestyle/Accesory,"Ziggie, /, Matte, Clear, 2018, Forecast, REDMIR, ",,Ziggie / Matte Clear 2018,"Ziggie, /, Matte, Clear, 2018, Forecast, REDMIR, ",N,,,,,,"Ziggie, /, Matte, Clear, 2018, Forecast, REDMIR, ",,,,,,,2-11611,0.0,3.0,,,7.5,Product,1.0,"Ziggie, /, Matte, Clear, 2018, Forecast, REDMIR, ",,25.0,0.0
44246,,"Ziggie, /, Matte, Teal, 2018, Forecast, TLMR, ",715757430061,5.0,,,,N,Ziggie / Matte Teal 2018,25.0,,,,,Forecast,,,by product,,"Ziggie, /, Matte, Teal, 2018, Forecast, TLMR, ","Ziggie, /, Matte, Teal, 2018, Forecast, TLMR, ",4.0,,,,2.0,P,,,Y,,,,25.0,,,,,Ziggie / Matte Teal 2018,,,Lifestyle/Accesory,"Ziggie, /, Matte, Teal, 2018, Forecast, TLMR, ",,Ziggie / Matte Teal 2018,"Ziggie, /, Matte, Teal, 2018, Forecast, TLMR, ",N,,,,,,"Ziggie, /, Matte, Teal, 2018, Forecast, TLMR, ",,,,,,,2-17644,0.0,3.0,,,7.5,Product,1.0,"Ziggie, /, Matte, Teal, 2018, Forecast, TLMR, ",,25.0,0.0
44247,,"Ziggie, 1, 20-21, Forecast, BLK/GRP, ",715757413897,5.0,,,,N,Ziggie 1 20-21,30.0,,,,,Forecast,,,by product,,"Ziggie, 1, 20-21, Forecast, BLK/GRP, ","Ziggie, 1, 20-21, Forecast, BLK/GRP, ",4.0,,,,2.0,P,,,Y,,,,30.0,,,,,Ziggie 1 20-21,11610_0.jpg,,Lifestyle/Accesory,"Ziggie, 1, 20-21, Forecast, BLK/GRP, ",,Ziggie 1 20-21,"Ziggie, 1, 20-21, Forecast, BLK/GRP, ",N,,,,,,"Ziggie, 1, 20-21, Forecast, BLK/GRP, ",,,,,,,2-11610,0.0,3.0,,,9.0,Product,1.0,"Ziggie, 1, 20-21, Forecast, BLK/GRP, ",,30.0,0.0
44248,,"Ziggie, 2, 20-21, Forecast, BLK/GRY, ",715757405632,5.0,,,,Y,Ziggie 2 20-21,20.0,,,,,Forecast,,,by product,,"Ziggie, 2, 20-21, Forecast, BLK/GRY, ","Ziggie, 2, 20-21, Forecast, BLK/GRY, ",4.0,,,,2.0,P,,,Y,,,,20.0,,,,,Ziggie 2 20-21,11609_0.jpg,,Lifestyle/Accesory,"Ziggie, 2, 20-21, Forecast, BLK/GRY, ",,Ziggie 2 20-21,"Ziggie, 2, 20-21, Forecast, BLK/GRY, ",Y,,,,,,"Ziggie, 2, 20-21, Forecast, BLK/GRY, ",,,,,,,2-11609,2.0,3.0,,,6.0,Product,1.0,"Ziggie, 2, 20-21, Forecast, BLK/GRY, ",,20.0,0.0
44249,,"Ziggie, 3, 20-21, Forecast, BLK/BLU, ",715757482626,5.0,,,,N,Ziggie 3 20-21,25.0,,,,,Forecast,,,by product,,"Ziggie, 3, 20-21, Forecast, BLK/BLU, ","Ziggie, 3, 20-21, Forecast, BLK/BLU, ",4.0,,,,2.0,P,,,Y,,,,25.0,,,,,Ziggie 3 20-21,17645_0.jpg,,Lifestyle/Accesory,"Ziggie, 3, 20-21, Forecast, BLK/BLU, ",,Ziggie 3 20-21,"Ziggie, 3, 20-21, Forecast, BLK/BLU, ",N,,,,,,"Ziggie, 3, 20-21, Forecast, BLK/BLU, ",,,,,,,2-17645,0.0,3.0,,,7.5,Product,1.0,"Ziggie, 3, 20-21, Forecast, BLK/BLU, ",,25.0,0.0
44250,,"Ziggie, 4, 20-21, Forecast, TRT/BRN, ",715757413880,5.0,,,,Y,Ziggie 4 20-21,30.0,,,,,Forecast,,,by product,,"Ziggie, 4, 20-21, Forecast, TRT/BRN, ","Ziggie, 4, 20-21, Forecast, TRT/BRN, ",4.0,,,,2.0,P,,,Y,,,,30.0,,,,,Ziggie 4 20-21,17646_0.jpg,,Lifestyle/Accesory,"Ziggie, 4, 20-21, Forecast, TRT/BRN, ",,Ziggie 4 20-21,"Ziggie, 4, 20-21, Forecast, TRT/BRN, ",Y,,,,,,"Ziggie, 4, 20-21, Forecast, TRT/BRN, ",,,,,,,2-17646,4.0,3.0,,,9.0,Product,1.0,"Ziggie, 4, 20-21, Forecast, TRT/BRN, ",,30.0,0.0
44251,,"Ziggie, 5, 2018, Forecast, TRT/BRN, ",715757405625,5.0,,,,Y,Ziggie 5 2018,20.0,,,,,Forecast,,,by product,,"Ziggie, 5, 2018, Forecast, TRT/BRN, ","Ziggie, 5, 2018, Forecast, TRT/BRN, ",4.0,,,,2.0,P,,,Y,,,,20.0,,,,,Ziggie 5 2018,17843_0.jpg,,Lifestyle/Accesory,"Ziggie, 5, 2018, Forecast, TRT/BRN, ",,Ziggie 5 2018,"Ziggie, 5, 2018, Forecast, TRT/BRN, ",Y,,,,,,"Ziggie, 5, 2018, Forecast, TRT/BRN, ",,,,,,,2-17843,2.0,3.0,,,6.0,Product,1.0,"Ziggie, 5, 2018, Forecast, TRT/BRN, ",,20.0,0.0
44252,,"Zion, Wright, Pro, 2020, Bronson, Speed, Co., , ",193172155163,5.0,,,,Y,Zion Wright Pro 2020,29.95,,,,,Bronson Speed Co.,,,by product,,"Zion, Wright, Pro, 2020, Bronson, Speed, Co., , ","Zion, Wright, Pro, 2020, Bronson, Speed, Co., , ",4.0,,,,2.0,P,,,Y,,,,29.95,,,,,Zion Wright Pro 2020,,,Skate/Bearings,"Zion, Wright, Pro, 2020, Bronson, Speed, Co., , ",,Zion Wright Pro 2020,"Zion, Wright, Pro, 2020, Bronson, Speed, Co., , ",N,,,,,,"Zion, Wright, Pro, 2020, Bronson, Speed, Co., , ",,,,,,,2-17177,1.0,3.0,,,14.58,Product,1.0,"Zion, Wright, Pro, 2020, Bronson, Speed, Co., , ",,29.95,0.0
44253,,"Zip, Sack, Medium, 2021, Outdoor, Research, HOTSAUCE, M",727602429328,5.0,,,,Y,Zip Sack Medium 2021,27.95,,,,,Outdoor Research,,,by product,,"Zip, Sack, Medium, 2021, Outdoor, Research, HOTSAUCE, M","Zip, Sack, Medium, 2021, Outdoor, Research, HOTSAUCE, M",4.0,,,,2.0,P,,,Y,,,,27.95,,,,,Zip Sack Medium 2021,,,Lifestyle/Accesory,"Zip, Sack, Medium, 2021, Outdoor, Research, HOTSAUCE, M",,Zip Sack Medium 2021,"Zip, Sack, Medium, 2021, Outdoor, Research, HOTSAUCE, M",N,,,,,,"Zip, Sack, Medium, 2021, Outdoor, Research, HOTSAUCE, M",,,,,,,2-00561,2.0,3.0,,,9.8,Product,1.0,"Zip, Sack, Medium, 2021, Outdoor, Research, HOTSAUCE, M",,27.95,0.0
44254,,"Zipn', N', Tripn', S/S, 2019, Volcom, , ",886608623618,5.0,,,,N,Zipn' N' Tripn' S/S 2019,35.0,,,,,Volcom,,,by option,,"Zipn', N', Tripn', S/S, 2019, Volcom, , ","Zipn', N', Tripn', S/S, 2019, Volcom, , ",4.0,,,,2.0,P,,,Y,,,,35.0,,,,,Zipn' N' Tripn' S/S 2019,,,Lifestyle/Women/Tops,"Zipn', N', Tripn', S/S, 2019, Volcom, , ",,Zipn' N' Tripn' S/S 2019,"Zipn', N', Tripn', S/S, 2019, Volcom, , ",N,,,,,,"Zipn', N', Tripn', S/S, 2019, Volcom, , ",,,,,,,0-11866,0.0,3.0,,,16.625,Product,1.0,"Zipn', N', Tripn', S/S, 2019, Volcom, , ",,35.0,0.0
44255,,,886608623618,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,35.0,,,,,"[RT]Color=MULTI,[RB]Size=XS",,,,,,,,N,,,,,,,,,,,,,1-11866,0.0,,,,16.625,SKU,,,,35.0,0.0
44256,,,886608623625,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,35.0,,,,,"[RT]Color=MULTI,[RB]Size=S",,,,,,,,N,,,,,,,,,,,,,1-11867,0.0,,,,16.625,SKU,,,,35.0,0.0
44257,,,886608623632,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,35.0,,,,,"[RT]Color=MULTI,[RB]Size=M",,,,,,,,N,,,,,,,,,,,,,1-11868,0.0,,,,16.625,SKU,,,,35.0,0.0
44258,,,886608623649,,,,,N,,,,,,,,,,,,,,,,,,,,,,Y,,,,35.0,,,,,"[RT]Color=MULTI,[RB]Size=L",,,,,,,,N,,,,,,,,,,,,,1-11869,0.0,,,,16.625,SKU,,,,35.0,0.0
44259,,"Zipn', N', Tripn', S/S, 2019, Volcom, MULTI, XS",,5.0,,,,N,,[FIXED]35.0,,,,,,,,,,"Zipn', N', Tripn', S/S, 2019, Volcom, MULTI, XS","Zipn', N', Tripn', S/S, 2019, Volcom, MULTI, XS",4.0,,,,2.0,,,,Y,,,,35.0,,,,,,,,,"Zipn', N', Tripn', S/S, 2019, Volcom, MULTI, XS",,,,N,,,,,,"Zipn', N', Tripn', S/S, 2019, Volcom, MULTI, XS",,,,,,,1-11866,,3.0,,,,Rule,1.0,,,35.0,0.0
44260,,"Zipn', N', Tripn', S/S, 2019, Volcom, MULTI, S",,5.0,,,,N,,[FIXED]35.0,,,,,,,,,,"Zipn', N', Tripn', S/S, 2019, Volcom, MULTI, S","Zipn', N', Tripn', S/S, 2019, Volcom, MULTI, S",4.0,,,,2.0,,,,Y,,,,35.0,,,,,,,,,"Zipn', N', Tripn', S/S, 2019, Volcom, MULTI, S",,,,N,,,,,,"Zipn', N', Tripn', S/S, 2019, Volcom, MULTI, S",,,,,,,1-11867,,3.0,,,,Rule,1.0,,,35.0,0.0
44261,,"Zipn', N', Tripn', S/S, 2019, Volcom, MULTI, M",,5.0,,,,N,,[FIXED]35.0,,,,,,,,,,"Zipn', N', Tripn', S/S, 2019, Volcom, MULTI, M","Zipn', N', Tripn', S/S, 2019, Volcom, MULTI, M",4.0,,,,2.0,,,,Y,,,,35.0,,,,,,,,,"Zipn', N', Tripn', S/S, 2019, Volcom, MULTI, M",,,,N,,,,,,"Zipn', N', Tripn', S/S, 2019, Volcom, MULTI, M",,,,,,,1-11868,,3.0,,,,Rule,1.0,,,35.0,0.0
